pair_id,run_seed,pair_seed,reference,search,style,modality,true_center_x,true_center_y,pred_x,pred_y,error_px,time_s,rotation_deg,scale_jitter,pv_amplitude,on_mat_boundary
0,202,20200606,pair000_reference.png,pair000_search.png,dram,sem,751.69,473.99,751.78,473.94,0.103,1.769,0.73,1.0136,0.0,1
1,202,20200607,pair001_reference.png,pair001_search.png,finfet,sem,312.27,351.4,308.92,64.94,286.4796,1.7102,0.672,0.9978,0.0,0
2,202,20200608,pair002_reference.png,pair002_search.png,dram,sem,710.24,629.38,710.1,629.25,0.191,1.7019,1.274,1.0144,0.0,0
3,202,20200609,pair003_reference.png,pair003_search.png,finfet,sem,383.28,664.33,477.31,666.14,94.0474,1.7014,-1.136,0.9779,0.0,0
4,202,20200610,pair004_reference.png,pair004_search.png,dram,sem,256.25,768.3,256.15,768.28,0.102,1.7129,-0.386,1.0279,0.0,0
5,202,20200611,pair005_reference.png,pair005_search.png,finfet,sem,514.07,644.43,514.07,644.48,0.05,1.7119,-0.756,1.022,0.0,0
6,202,20200612,pair006_reference.png,pair006_search.png,dram,sem,439.83,406.92,439.88,406.92,0.05,1.7774,0.807,0.9809,0.0,0
7,202,20200613,pair007_reference.png,pair007_search.png,finfet,sem,478.8,690.39,478.68,690.33,0.1342,1.6984,0.104,0.9736,0.0,0
8,202,20200614,pair008_reference.png,pair008_search.png,dram,sem,792.02,500.53,792.05,500.6,0.0762,1.7271,-0.281,1.0273,0.0,1
9,202,20200615,pair009_reference.png,pair009_search.png,finfet,sem,356.75,743.67,356.83,743.65,0.0825,1.7233,0.518,1.0189,0.0,1
10,202,20200616,pair010_reference.png,pair010_search.png,dram,sem,439.29,361.83,439.3,361.84,0.0141,1.7009,0.707,1.0021,0.0,0
11,202,20200617,pair011_reference.png,pair011_search.png,finfet,sem,639.72,677.94,639.75,678.02,0.0854,1.7244,-0.526,0.9739,0.0,1
12,202,20200618,pair012_reference.png,pair012_search.png,dram,sem,510.06,239.12,510.07,239.1,0.0224,1.6893,-0.031,0.9924,0.0,0
13,202,20200619,pair013_reference.png,pair013_search.png,finfet,sem,506.35,543.7,506.35,543.75,0.05,1.7495,1.496,0.991,0.0,0
14,202,20200620,pair014_reference.png,pair014_search.png,dram,sem,224.57,479.54,224.64,479.55,0.0707,1.7891,0.962,0.9788,0.0,0
15,202,20200621,pair015_reference.png,pair015_search.png,finfet,sem,630.18,609.43,630.13,609.3,0.1393,1.8787,0.514,0.9723,0.0,0
16,202,20200622,pair016_reference.png,pair016_search.png,dram,sem,625.84,477.28,625.88,477.19,0.0985,1.8048,-0.744,0.9741,0.0,1
17,202,20200623,pair017_reference.png,pair017_search.png,finfet,sem,502.42,443.87,502.63,443.9,0.2121,1.7855,1.062,1.0242,0.0,0
18,202,20200624,pair018_reference.png,pair018_search.png,dram,sem,614.45,429.3,614.42,429.23,0.0762,1.7767,-0.95,1.0297,0.0,1
19,202,20200625,pair019_reference.png,pair019_search.png,finfet,sem,344.17,250.92,344.07,250.96,0.1077,1.7682,-1.07,1.0139,0.0,1
20,202,20200626,pair020_reference.png,pair020_search.png,dram,sem,299.85,358.77,299.76,358.86,0.1273,1.7293,-1.493,1.0044,0.0,0
21,202,20200627,pair021_reference.png,pair021_search.png,finfet,sem,269.6,734.95,269.58,734.95,0.02,1.6906,0.08,1.0065,0.0,0
22,202,20200628,pair022_reference.png,pair022_search.png,dram,sem,411.57,454.48,409.84,573.95,119.4825,1.7428,-0.839,1.0285,0.0,0
23,202,20200629,pair023_reference.png,pair023_search.png,finfet,sem,483.81,511.84,483.84,511.79,0.0583,1.7562,-0.059,0.9882,0.0,0
24,202,20200630,pair024_reference.png,pair024_search.png,dram,sem,661.38,315.86,661.38,315.84,0.02,1.649,-0.778,0.9845,0.0,1
25,202,20200631,pair025_reference.png,pair025_search.png,finfet,sem,299.81,698.63,299.85,698.64,0.0412,1.7282,0.624,1.0048,0.0,0
26,202,20200632,pair026_reference.png,pair026_search.png,dram,sem,629.28,765.19,629.21,765.14,0.086,1.7432,-0.034,1.0182,0.0,0
27,202,20200633,pair027_reference.png,pair027_search.png,finfet,sem,701.08,613.43,701.04,613.31,0.1265,1.7276,0.926,1.0068,0.0,0
28,202,20200634,pair028_reference.png,pair028_search.png,dram,sem,507.55,273.06,507.5,273.04,0.0539,1.7705,1.311,0.9804,0.0,0
29,202,20200635,pair029_reference.png,pair029_search.png,finfet,sem,487.68,602.2,487.64,602.17,0.05,1.7173,-1.305,1.0119,0.0,1
